Time,X,Y
2.31,1179.3229347128129,625.7797334444641
2.32,1178.5889314737242,625.3802316914459
2.33,1179.4207519104584,625.6137299575412
2.34,1180.589131804575,623.8044021200428
2.35,1181.8688502283678,626.7447767140471
2.36,1181.4614475351386,626.0873635334058
2.37,1183.5160498112973,624.5387775103724
2.38,1183.1698378438305,625.3092205037784
2.39,1183.929102800888,625.3147410904905
2.4,1184.221374274475,621.1399591047613
2.41,1183.4676504047613,625.6803437272263
2.42,1176.3659299227402,674.9824263292638
2.43,1175.9511149857572,679.3493265206301
2.44,1167.768464360559,697.6752065046296
2.45,1168.8161660508151,713.400279484623
2.46,1171.4479842378385,710.8873931139577
2.47,1162.650968242538,709.5950991982684
2.48,1162.880590643822,710.385777716911
2.49,1147.0751049452313,727.246520300693
2.5,1091.3251598960244,791.4767756755639
2.51,1043.3540731148573,845.9613474576981
2.52,995.8202848796734,907.5162703373202
2.53,996.8683051962784,908.7152339147884
2.54,995.9899408012607,910.4426261717497
2.55,997.2266833305966,910.7541832526267
2.56,998.1046180807606,908.1984182091907
2.57,1006.7430952217693,892.4265731738411
2.58,1009.3115025380737,880.7191744906719
2.59,1008.6287526079764,876.6377529073116
2.6,1010.4462214094824,868.3473469341158
2.61,1009.6448581080106,867.0598527191714
2.62,1009.1420127268474,866.4702577017624
2.63,1006.6774728244145,866.224442168721
2.64,1003.2853367436486,867.6026243301602
2.65,1001.4378055642134,872.2928138341456
2.66,1002.1596311737594,872.226693956762
2.67,1005.5014759369205,871.9277662106351
2.68,1006.2975135183676,871.1985397057285
2.69,1007.0181347309469,868.5048198444375
2.7,1004.9105523123793,864.1151543897697
2.71,1002.5827033338267,864.0127659997845
2.72,1001.8911671128095,865.8793292128358
2.73,1003.254173092002,867.2337357706741
2.74,1003.7841513282452,865.628654271192
2.75,1003.6701983477601,864.8229285201829
2.76,999.559092269996,864.2485649639601
2.77,999.4291661939056,863.4032807656662
2.78,954.9481400622731,877.2302990454813
2.79,929.8829076414793,885.4467317303287
2.8,908.4956347718886,892.5788334538191
2.81,864.0472624044709,905.3814869607031
2.82,852.4036170012694,911.6106420986006
2.83,856.8028699282295,914.9896775874233
2.84,856.8475567514466,915.1480557035662
2.85,856.4508285017888,914.7414112558795
2.86,857.3367866405433,914.53481307217
2.87,857.5458254317851,912.999779099709
2.88,857.0448891536238,912.8350767432048
2.89,855.3639382626702,913.2385523406417
2.9,855.3537454826242,913.2931385544073
2.91,840.730721957537,913.464763029087
2.92,788.2672459053996,911.8367776722644
2.93,779.4481098135085,911.7687594535395
2.94,754.9611811586963,910.4551336854535
2.95,756.583785027208,912.3177297987014
2.96,756.5734209813982,913.3442544091813
2.97,756.7772588874739,912.9521599215777
2.98,756.0869624646714,913.1350252493588
2.99,752.234197819806,913.0302333161286
3.0,751.4107792879145,913.5824893423788
3.01,753.4522213926454,910.2281966422353
3.02,756.8753997644958,910.3322498162269
3.03,756.4708269860341,912.0338275342249
3.04,742.0339503415764,911.79683606953
3.05,709.9712964111854,878.9432675861359
3.06,702.1526464620056,871.3364953233742
3.07,689.2286176180986,859.3221775447355
3.08,680.0209461768587,849.880391712122
3.09,643.3198893117608,812.4569362229129
3.1,643.3192886609548,812.538628373855
3.11,644.2931509665722,811.9935469423406
3.12,644.6481054737975,812.783759428336
3.13,647.4769341552053,810.2192372376484
3.14,641.7864309644634,806.6619924644339
3.15,642.8155603999406,806.6700208129631
3.16,643.7552700597903,804.0330712305913
3.17,643.1048438234664,803.8680358809904
3.18,641.120485893015,803.7819123838901
3.19,641.1398484931085,803.8149005984725
3.2,641.5827608323062,804.4178098858628
3.21,642.4134038311751,805.9361383473743
3.22,636.3804418605101,810.1122933587183
3.23,634.8589332040465,810.2639402274963
3.24,633.5620005269591,808.8565832455039
3.25,633.1214248940655,810.4147379496117
3.26,625.1348289978122,819.1295835891522
3.27,613.2208719639787,834.3937290450075
3.28,594.9901340303445,852.5425807708845
3.29,593.4500754906122,853.8667626211351
3.3,592.3180911350673,856.6508103507389
3.31,593.1622988306983,855.3966969833467
3.32,593.360896559414,850.0173253308625
3.33,593.7730824112514,848.3429454942835
3.34,594.3534074574778,848.0632262474627
3.35,596.2381762791568,847.2973054722693
3.36,596.7850224239227,847.1884802689968
3.37,597.2865254046372,847.3152126419254
3.38,600.1534972358719,847.3826652366176
3.39,637.8740932170679,857.1076353303504
3.4,819.2281978105258,908.9074371171397
3.41,825.1735169629713,911.810020240914
3.42,835.3921874506573,915.619522491069
3.43,832.4041315224233,917.3590599048734
3.44,830.3956554533247,919.1599873898939
3.45,830.3815789960728,919.9233208761968
3.46,829.9686803691487,920.0597470850599
3.47,830.8020236695518,917.4156007773946
3.48,831.1317215543556,914.9927962846683
3.49,830.3764491599244,916.3503419904927
3.5,829.3369590114706,917.7761576252908
3.51,829.9647957897515,918.3753835462866
3.52,829.2097916316637,919.0048691494023
3.53,826.9742831357651,917.6502000974964
3.54,827.0010137748407,916.2605487454089
3.55,828.3085632840098,917.0709251010954
3.56,830.6659480642878,914.6788040835083
3.57,829.3265879254988,912.6871220175228
3.58,828.9784760770971,913.0714887583551
3.59,829.1425461647128,911.4536062598681
3.6,833.2557282255146,910.4823650427203
3.61,911.6043821399217,899.009159378624
3.62,953.9209811154283,893.2414037662367
3.63,977.1777266619517,889.8604355185396
3.64,992.7046629810167,887.5299655900324
3.65,993.392174602585,887.8609013881686
3.66,993.6622921517403,888.1106888030764
3.67,994.690473292352,889.9173977541448
3.68,990.5098888358347,891.4564763314928
3.69,987.1644687249023,891.9708999501547
3.7,982.4954264896769,892.1785013029379
3.71,981.5005411943606,890.2876344784107
3.72,981.5005411943606,890.2876344784107
3.73,982.526671512833,890.6680780650239
3.74,981.8996243330606,890.4304954815317
3.75,982.5099269453295,891.8070684404344
3.76,985.7833350680334,892.8194643507848
3.77,986.082240543137,893.7106285493057
3.78,986.3197241600138,893.6025081670533
3.79,983.6338921109077,893.2517148673788
3.8,981.9110032741366,891.5557106364089
3.81,981.0739418776642,890.3130056416173
3.82,981.2060474267657,890.0523395814134
3.83,980.349669141834,889.3495694746324
3.84,980.113657445346,889.3844494044807
3.85,980.3279172508278,889.8806506368607
3.86,980.6545250543287,889.976799891026
3.87,980.5515074606935,888.3010671956428
3.88,979.8653441890652,888.308266398132
3.89,980.487240960478,887.6814879569806
3.9,980.7990770448409,887.4004066088982
3.91,979.9344375349474,887.1144894482503
3.92,980.6144769057219,884.9549122261169
3.93,979.7203859897513,884.0619705513722
3.94,979.5462042140496,884.0586752767259
3.95,980.6415426445946,885.3645166257292
3.96,979.0349739384922,887.1958705974065
3.97,978.8622877473776,887.0873924431273
3.98,978.9587756616071,887.3611815490236
3.99,980.4889324181308,886.8923185267766
4.0,949.4363594632568,886.2084021565146
4.01,881.0178633030299,888.7995338575554
4.02,824.6274743126455,891.5788403852695
4.03,809.1138873691349,892.4606364511598
4.04,736.8026990359318,896.0522235165222
4.05,735.8287049634376,896.8149609184233
4.06,737.8338861377194,897.8105317939857
4.07,742.2284791077973,897.6388782884512
4.08,741.2105777491593,897.6057170812439
4.09,738.755106572627,899.594150120225
4.1,738.3823249551886,900.2948388636003
4.11,739.4707234675573,898.6489959754358
4.12,740.729991198381,899.0123100539531
4.13,739.917555354094,902.0110845251457
4.14,742.0223461054551,901.3567986865241
4.15,741.6596713047744,902.0551338826868
4.16,741.3616173866634,902.1827586814787
4.17,740.9586446957771,902.4830511061689
4.18,738.5653436897153,899.8104214753886
4.19,739.3364519545635,900.4183844359044
4.2,740.4483599933037,899.3434817742548
4.21,738.776807887406,898.1286367421175
4.22,740.1862955257119,897.5874080769293
4.23,738.3291972361874,897.074089928466
4.24,737.4000272746272,896.4450337339275
4.25,726.8339356639674,887.5839814118953
4.26,673.0813045857686,833.3438422080175
4.27,658.8198888090484,813.7966912933271
4.28,658.8198888090484,813.7966912933271
4.29,656.3990822811118,811.0952235325501
4.3,644.2806223980349,793.1514101692643
4.31,643.5387524937963,791.5987341101043
4.32,643.401098329395,791.9235719167586
4.33,643.4924878777713,793.8991650073744
4.34,646.0098009509505,796.506820273414
4.35,645.7806371125112,797.5131722184245
4.36,643.8733724722836,795.9073274884992
4.37,643.3229349816104,795.3449228411037
4.38,645.0699417412775,795.3766260056723
4.39,644.7036389989973,795.0843340225714
4.4,641.6554314476667,794.6371775610124
4.41,641.6591012398393,795.0563373651974
4.42,640.7224465129362,794.3945006511514
4.43,639.9180975030654,794.2732076483358
4.44,654.2426432627578,765.0771128432839
4.45,712.9686434471921,658.0803008201704
4.46,785.8240314841238,521.136229045158
4.47,831.1632312105419,423.6177171348953
4.48,838.8306430477334,409.7791359457718
4.49,835.6169866380307,407.50734989665676
4.5,838.2597463607775,404.2814757233871
4.51,839.0100958927638,394.6848711361726
4.52,839.7082522849487,392.697855515472
4.53,841.7217052548785,299.24894625056186
4.54,841.6889027531134,292.5865581043066
4.55,841.694660301331,287.40855690924406
4.56,840.8417792186214,272.00310037663917
4.57,841.3110559333137,269.98029190324354
4.58,840.5275937028216,271.70744361706335
4.59,840.9599318400304,272.20373199810126
4.6,842.9949451426888,270.7263978233126
4.61,843.2780117595685,270.66248595511576
4.62,844.1652308756933,269.41342911401586
4.63,846.6924590541229,269.63776796829063
4.64,846.5160569249662,267.9582967267058
4.65,846.218485041114,268.09593069125395
4.66,843.3286562253786,267.2359141679699
4.67,844.0829316952913,266.8287285926959
4.68,844.4288329440874,265.0859286150824
4.69,844.361795910063,264.98130001401546
4.7,845.6466523136603,264.783806154121
4.71,847.8403798923151,265.602490538612
4.72,848.3608312224335,265.7225623356072
4.73,843.6945382784425,263.2093181447599
4.74,842.1861071479389,263.4918309327825
4.75,842.5346979467837,263.30476286730357
4.76,844.1031503540912,264.21389162992904
4.77,845.2160944743621,262.42667850980973
4.78,849.8803000963501,254.6858711001714
4.79,849.6596606928686,256.3057015921826
4.8,849.0436329946889,257.48256524028454
4.81,848.6178964487763,257.31338881121826
4.82,848.3473920956568,257.54302583829514
4.83,847.4514756582889,258.25902911175405
4.84,847.2860718575421,258.01626501669955
4.85,848.0424403070729,254.8122106263853
4.86,848.5719674514003,255.3086413192212
4.87,849.74691329063,255.12895426297578
4.88,850.6631002928233,252.6571197497216
4.89,849.5590214741636,253.62738043562493
4.9,849.5688698226414,253.97079721636345
4.91,850.99002371841,253.94719299422556
4.92,851.3731557447569,254.95454340349363
4.93,851.4232058523999,254.8746886264832
4.94,853.5007950229061,259.49988723170327
4.95,853.9284800496321,258.0072009712981
4.96,856.820512802826,255.1916884519157
4.97,928.0695311862928,238.42742018996137
4.98,965.7783136464404,228.44195132480334
4.99,996.028858962583,218.8503069816463
5.0,1002.832141036246,215.49756225242734
5.01,1009.650833231842,210.995395329353
5.02,1011.1238838273332,208.82412452789453
5.03,1008.9923526929359,210.11928509654365
5.04,1008.4408584356581,210.53223662791848
5.05,1008.8608253600275,211.25820369912543
5.06,1008.4676944318007,212.24368761599075
5.07,1010.3056782562644,213.93049141064023
5.08,1011.0994414712327,215.13885042685592
5.09,1012.1113662819575,215.189309066475
5.1,1014.2799040380297,214.2865868312218
5.11,1014.3443913909864,214.71860714674082
5.12,1015.9258564415825,213.20028542419527
5.13,1015.3259859345414,211.76259746368146
5.14,1015.2910301971726,211.8176689503997
5.15,1015.3790793146326,210.5952173259474
5.16,1017.4828066037775,203.33713528845516
5.17,1017.9791511488912,201.3120005978364
5.18,1022.9738305253418,187.0792585141501
5.19,1021.4334836821904,185.50472373720524
5.2,1022.3523706885583,185.37828258547788
5.21,1020.2973432092906,189.95197641450085
5.22,1020.2973432092906,189.95197641450085
5.23,1022.3800268930238,185.66902465719346
5.24,1021.4930817425374,184.99813656415503
5.25,1019.3583541961679,185.56760837166578
5.26,1020.6363252984899,184.4413008333271
5.27,1020.6363252984899,184.4413008333271
5.28,1019.6282771806808,184.37104170573338
5.29,1019.0599303981874,185.6744398987041
5.3,1018.9452620980878,185.29493040547925
5.31,1019.0916635093906,185.98189388296922
5.32,1018.4584802747374,183.91519833910328
5.33,1018.063494733122,183.94279982715744
5.34,1018.5284833069933,185.81102375765414
5.35,1019.327486410309,186.1916698676493
5.36,1019.9320548801743,186.3969504671983
5.37,1019.2720670286676,190.84155064793214
5.38,1029.6718460156076,198.12316506552406
5.39,1189.0512086909466,354.6454218122032
5.4,1201.0435019416261,369.31052553937036
5.41,1213.1072859269084,383.91453998545893
5.42,1210.1954845330304,387.08838056010165
5.43,1205.5097908156345,393.0289783593194
5.44,1209.1543786501588,391.40064358957517
5.45,1208.5153209517994,391.10628999492155
5.46,1208.884458670988,390.9974355842594
5.47,1214.248890207385,373.0299298361183
5.48,1213.7982954488677,366.8752209357799
5.49,1213.519197162332,366.90729472078624
5.5,1214.4864263739566,363.6008123501526
5.51,1215.479750032456,363.59510835385174
5.52,1214.2066151594597,362.3942351670498
5.53,1213.650915610358,359.2885754039493
5.54,1213.8580143459687,359.43959908789054
5.55,1214.0306661113223,358.9464180472222
5.56,1212.7879803808753,358.89692896206054
5.57,1213.7936370565153,360.1522677102815
5.58,1214.7747093082562,361.42358972021344
5.59,1215.974016103295,364.13280446441223
5.6,1215.5521013066038,366.3474872169446
5.61,1215.3357512690363,366.17235542438164
5.62,1216.3308805019003,367.3055786254526
5.63,1217.3197341779266,366.0583954851926
5.64,1217.1826266459868,367.9285007396193
5.65,930.5254941062227,509.31437311740405
5.66,912.0814474956514,520.5244583744808
5.67,903.4036927640789,524.929205094591
5.68,899.6131293279243,528.7860075577632
5.69,901.5559598282615,531.8657033880052
5.7,902.2956084231929,532.8025605168177
5.71,903.4179924023184,533.7081968582322
5.72,904.6551247539842,532.3089633914502
5.73,902.6187061824678,501.795908558232
5.74,902.681328126969,259.73931169039577
5.75,903.0639192333676,245.92735817909065
5.76,906.7034366925433,245.8689673341206
5.77,908.6682980216553,249.6010278343713
5.78,909.4690213127438,248.64858055878622
5.79,910.079243664787,250.93661183873857
5.8,980.1336570381407,236.53925840989197
5.81,1011.777577286499,229.30752177072645
5.82,1012.8644706112512,228.7509783356125
5.83,1016.5542467703378,225.53322674466222
5.84,1014.649754256109,223.87925504592747
5.85,1014.5601729673829,222.78116714375653
5.86,1016.0735525604472,222.48807813408837
5.87,1016.3493736704662,225.1920860906668
5.88,1017.7965250488421,224.2423931622475
5.89,1017.8969017339812,223.51021594250432
5.9,1017.3836107300558,222.3626227325495
5.91,1017.4344585280312,227.12247534128971
5.92,1016.5657562724277,225.4018899914172
5.93,1016.6432319366954,225.150788424781
5.94,1016.4768936732589,222.3004569459427
5.95,1016.4732745099109,222.02574730763448
5.96,1015.5053239130093,220.38413630192989
5.97,1014.660952010572,219.39174938037135
5.98,1013.7827896538912,220.3499646109466
5.99,1013.3826681000413,221.53342447857588
6.0,1012.8348826809602,222.54587228703502
6.01,1012.9258254097941,224.8053879444286
6.02,1012.5452332472752,221.5218358993693
6.03,1013.1620314227434,201.83634366721114
6.04,1013.9862181693862,194.63775560363715
6.05,1013.767914557431,193.19834220459003
6.06,1013.8703490349395,192.49785751283562
6.07,1014.2149293961255,186.6818114242695
6.08,1014.6337933501986,185.121021327336
6.09,1014.4666710936086,182.87774162361973
6.1,1014.1117532987753,183.29090677926968
6.11,1012.4316599182046,183.54286688679116
6.12,1007.6930448915807,183.79568607004538
6.13,1005.4905198150354,184.33478844824563
6.14,1007.0539414177273,182.2574642450365
6.15,1007.0611674666765,181.8398829111745
6.16,1007.55042290645,181.34180670242083
6.17,1006.6993565094947,186.5016746510854
6.18,1006.2864778219815,187.04768422178608
6.19,1004.8265950366214,186.32596597848283
6.2,1004.2755417853239,185.00148546866833
6.21,1005.5924652881525,185.57432149348153
6.22,1005.710098833524,186.98400388224783
6.23,919.1415083139418,204.4957815633673
6.24,890.5780956369856,209.58979909448533
6.25,864.4435554539831,215.37819977115845
6.26,816.9540138612145,226.27442568506015
6.27,817.4847629503637,227.76099452104992
6.28,816.928480789937,228.19102271014356
6.29,815.6940799196044,226.8208821350642
6.3,818.1814924501552,225.49368949525564
6.31,818.2021117554809,226.0158691433811
6.32,816.6972667141307,227.17556073002112
6.33,818.8413698058913,228.73463871443946
6.34,819.9476024247338,228.8639695143154
6.35,822.2021700586268,227.0012781397262
6.36,822.2067785140044,226.11824759822642
6.37,822.2067785140044,226.11824759822642
6.38,822.9707856729713,223.36788607911865
6.39,822.0649099639716,223.45784370287066
6.4,822.2912156854459,232.1741766734463
6.41,827.4943103060634,250.60040999529352
6.42,839.02515562641,300.3189023103717
6.43,873.6969158482718,453.2228342448424
6.44,880.078172427678,493.53260749291576
6.45,892.2512005317801,551.4859645732888
6.46,892.0897588587794,550.7333825925914
6.47,889.8921371994223,552.4816144779433
6.48,893.527323004051,550.8507765312269
6.49,887.323605263038,551.2520444033178
6.5,887.5177883207326,551.2444945394202
6.51,890.744638508977,555.9273785833041
6.52,890.9172266110465,557.4754200207553
6.53,891.2990224267495,557.8505774968447
6.54,893.3504666112844,559.7781785256981
6.55,896.0495926284725,561.4780426501495
6.56,893.6028988773247,559.0934099243389
6.57,894.8777849556253,558.3913623664142
6.58,895.1908906970507,558.5541431786459
6.59,894.0086289878252,558.0620564275835
6.6,892.6558518405062,557.5817600237172
6.61,893.0641738102876,553.9251653905121
6.62,893.0641738102876,553.9251653905121
6.63,892.4354591753658,554.6599481918641
6.64,892.1951671347529,557.5544280934666
6.65,1009.5369633061475,570.5210178390338
6.66,1050.609700713695,571.6103808030359
6.67,1068.2357248725039,573.3052079568814
6.68,1071.192895226925,573.5074379336558
6.69,1070.5347270246634,573.1340912623344
6.7,1070.6834272397275,574.0572438250047
6.71,1067.5996426082122,572.8129312112599
6.72,1068.4414920942586,572.5292274316403
6.73,1069.5519732269067,572.9469876119716
6.74,1067.8507612483509,573.687750666507
6.75,1067.8507612483509,573.687750666507
6.76,1068.3960642738914,574.6240848633951
6.77,1067.9630929962868,575.1303666984634
6.78,1065.287189427558,574.7494954758
6.79,1065.4574811492812,574.7156678789986
6.8,1064.8372374329047,575.475988412581
6.81,1064.2708589045794,575.9633720727585
6.82,1069.8001238315376,576.9828669350746
6.83,1150.9564041719218,648.7734923942951
6.84,1178.9037351109173,672.8929695803695
6.85,1193.644414717377,688.3984905981655
6.86,1204.34684643483,695.9070861148311
6.87,1205.6615859872118,694.1696515184614
6.88,1205.389445212615,695.2946076949016
6.89,1204.2417261320015,694.2888476662179
6.9,1204.5365185248393,694.0439555602162
6.91,1204.8220836864662,694.1025539092195
6.92,1204.5179296227868,693.7839893571313
